1,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0657,0.7288
1,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.3012,0.7288
1,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.1049,0.7288
2,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0676,0.7079
2,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.3396,0.7079
2,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.167,0.7079
3,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.077,0.6216
3,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.5255,0.6216
3,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.4678,0.6216
4,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0723,0.6617
4,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.433,0.6617
4,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.318,0.6617
5,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1394,0.3434
5,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.761,0.3434
5,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.4663,0.3434
6,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1445,0.3313
6,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.8621,0.3313
6,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.6299,0.3313
7,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0952,0.503
7,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.8852,0.503
7,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0497,0.503
8,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1269,0.3771
8,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.5143,0.3771
8,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.0672,0.3771
9,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1124,0.4258
9,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.2268,0.4258
9,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.6022,0.4258
10,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0897,0.5339
10,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.776,0.5339
10,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.873,0.5339
11,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.187,0.256
11,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,3.7047,0.256
11,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,5.993,0.256
12,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.083,0.577
12,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.6433,0.577
12,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.6583,0.577
13,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0922,0.5192
13,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.8264,0.5192
13,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.9546,0.5192
14,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.07,0.6844
14,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.3856,0.6844
14,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.2414,0.6844
15,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1483,0.3228
15,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.9378,0.3228
15,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.7524,0.3228
16,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0945,0.5066
16,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.8717,0.5066
16,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0278,0.5066
17,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0683,0.7014
17,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.352,0.7014
17,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.1871,0.7014
18,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1076,0.4449
18,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.1315,0.4449
18,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.448,0.4449
19,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1303,0.3674
19,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.581,0.3674
19,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.1752,0.3674
20,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1007,0.4755
20,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.9943,0.4755
20,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.2262,0.4755
21,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0748,0.6401
21,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.4814,0.6401
21,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.3963,0.6401
22,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0947,0.5054
22,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.8762,0.5054
22,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0351,0.5054
23,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0696,0.688
23,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.3783,0.688
23,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.2296,0.688
24,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1378,0.3474
24,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,2.7297,0.3474
24,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,4.4157,0.3474
25,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0682,0.7024
25,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.3499,0.7024
25,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.1837,0.7024
26,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0791,0.6056
26,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.5657,0.6056
26,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.5328,0.6056
27,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0736,0.6505
27,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.4577,0.6505
27,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.358,0.6505
28,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0915,0.5234
28,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.8117,0.5234
28,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.9307,0.5234
29,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1781,0.2689
29,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,3.5267,0.2689
29,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,5.7051,0.2689
30,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0784,0.6106
30,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.5529,0.6106
30,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.5121,0.6106
31,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0799,0.5994
31,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.582,0.5994
31,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.5592,0.5994
32,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0704,0.6797
32,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.395,0.6797
32,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.2567,0.6797
33,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0648,0.7393
33,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.2825,0.7393
33,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.0747,0.7393
34,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.1604,0.2984
34,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,3.178,0.2984
34,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,5.141,0.2984
35,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0736,0.6502
35,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.4584,0.6502
35,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.3593,0.6502
36,0.1289,0.1175,0.0447,0.4071,0.0334,0.0099,0.3477,3.1043,0.0735,0.6517
36,0.1311,0.1177,0.8457,0.0522,0.0701,0.0223,0.3351,1.3035,1.4551,0.6517
36,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.3538,0.6517
