1,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.032,0.5059,3
2,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.274,0.4685,3
3,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.2777,0.468,3
5,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7414,0.5595,3
6,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.8815,0.5323,3
7,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.8933,0.5302,3
8,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.9864,0.5136,3
9,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.8349,0.5411,3
10,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.9961,0.512,3
11,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7972,0.5484,3
12,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.8533,0.5376,3
13,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.4297,0.4473,3
14,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.4133,0.4494,3
15,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7655,0.5547,3
16,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7128,0.5654,3
17,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0228,0.5075,3
18,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.3674,0.4555,3
19,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0917,0.4961,3
20,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.1225,0.4912,3
21,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.305,0.4641,3
22,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.206,0.4785,3
23,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.5499,0.4321,3
24,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7773,0.5523,3
25,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0576,0.5017,3
26,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.8604,0.5363,3
27,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.0833,0.4975,3
28,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7418,0.5595,3
29,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,3.3324,0.4603,3
30,1.068,0.2152,1.7163,0.0426,0.1626,1.6116,0.0109,0.1322,2.7878,0.5502,3
