1,0.1289,0.1175,0.0447,0.4071,0.0334,0.0096,0.3478,3.1043,0.0957,1.7172
1,0.131,0.1177,0.8457,0.0522,0.0701,0.0215,0.3353,1.3037,1.8963,1.7172
1,1.0657,0.215,1.7144,0.0427,0.1623,1.552,0.0113,0.1397,3.0603,1.7172
2,0.1289,0.1175,0.0447,0.4071,0.0334,0.0103,0.3476,3.1042,0.0958,1.5939
2,0.1311,0.1177,0.8458,0.0522,0.0701,0.0233,0.3347,1.3033,1.8967,1.5939
2,1.0705,0.2154,1.7184,0.0426,0.1628,1.6853,0.0105,0.1238,3.0762,1.5939
3,0.1289,0.1175,0.0447,0.4072,0.0334,0.0089,0.3479,3.1044,0.0956,1.8423
3,0.1309,0.1177,0.8455,0.0522,0.0701,0.02,0.3358,1.3041,1.8959,1.8423
3,1.06,0.2146,1.7098,0.0427,0.1618,1.4331,0.0123,0.1572,3.0428,1.8423
4,0.1289,0.1175,0.0447,0.4071,0.0334,0.0105,0.3476,3.1042,0.0958,1.5603
4,0.1312,0.1178,0.8459,0.0522,0.0701,0.0238,0.3345,1.3032,1.8968,1.5603
4,1.0716,0.2155,1.7195,0.0426,0.163,1.725,0.0103,0.1197,3.0803,1.5603
5,0.129,0.1175,0.0448,0.4069,0.0334,0.012,0.3473,3.1039,0.0961,1.3755
5,0.1314,0.1178,0.8462,0.0522,0.0702,0.0272,0.3331,1.3023,1.8977,1.3755
5,1.0771,0.2159,1.725,0.0424,0.1636,1.976,0.0092,0.0987,3.1013,1.3755
6,0.1289,0.1175,0.0447,0.4071,0.0334,0.0105,0.3476,3.1042,0.0958,1.561
6,0.1312,0.1178,0.8459,0.0522,0.0701,0.0238,0.3345,1.3032,1.8968,1.561
6,1.0716,0.2155,1.7195,0.0426,0.163,1.7242,0.0103,0.1198,3.0802,1.561
7,0.1289,0.1175,0.0447,0.4071,0.0334,0.0104,0.3476,3.1042,0.0958,1.5869
7,0.1311,0.1177,0.8458,0.0522,0.0701,0.0234,0.3347,1.3033,1.8967,1.5869
7,1.0707,0.2154,1.7186,0.0426,0.1629,1.6935,0.0104,0.1229,3.0771,1.5869
8,0.1289,0.1175,0.0447,0.4071,0.0334,0.0105,0.3476,3.1042,0.0958,1.5679
8,0.1312,0.1178,0.8458,0.0522,0.0701,0.0237,0.3345,1.3032,1.8968,1.5679
8,1.0714,0.2154,1.7192,0.0426,0.1629,1.7159,0.0103,0.1206,3.0794,1.5679
9,0.1289,0.1175,0.0447,0.4071,0.0334,0.0101,0.3477,3.1043,0.0957,1.6343
9,0.1311,0.1177,0.8458,0.0522,0.0701,0.0227,0.3349,1.3035,1.8965,1.6343
9,1.069,0.2153,1.7171,0.0426,0.1627,1.6396,0.0107,0.1289,3.0711,1.6343
10,0.129,0.1175,0.0448,0.407,0.0334,0.0115,0.3474,3.104,0.096,1.4366
10,0.1313,0.1178,0.8461,0.0522,0.0701,0.026,0.3336,1.3026,1.8974,1.4366
10,1.0754,0.2157,1.7232,0.0425,0.1634,1.8862,0.0095,0.1054,3.0946,1.4366
11,0.129,0.1175,0.0448,0.407,0.0334,0.0112,0.3475,3.104,0.096,1.4683
11,0.1313,0.1178,0.846,0.0522,0.0701,0.0254,0.3339,1.3028,1.8972,1.4683
11,1.0745,0.2157,1.7223,0.0425,0.1633,1.8424,0.0097,0.1089,3.0911,1.4683
12,0.1289,0.1175,0.0447,0.4071,0.0334,0.0101,0.3477,3.1043,0.0957,1.635
12,0.1311,0.1177,0.8457,0.0522,0.0701,0.0227,0.3349,1.3035,1.8965,1.635
12,1.069,0.2153,1.7171,0.0426,0.1627,1.6388,0.0107,0.129,3.071,1.635
13,0.1289,0.1175,0.0447,0.4072,0.0334,0.0083,0.348,3.1045,0.0955,1.9776
13,0.1309,0.1177,0.8454,0.0522,0.0701,0.0186,0.3363,1.3043,1.8957,1.9776
13,1.0525,0.214,1.7041,0.0428,0.1611,1.319,0.0134,0.178,3.022,1.9776
14,0.1289,0.1175,0.0447,0.4072,0.0334,0.009,0.3478,3.1044,0.0956,1.8226
14,0.1309,0.1177,0.8456,0.0522,0.0701,0.0202,0.3358,1.304,1.896,1.8226
14,1.061,0.2146,1.7105,0.0427,0.1619,1.4508,0.0121,0.1544,3.0456,1.8226
15,0.1289,0.1175,0.0447,0.4071,0.0334,0.0098,0.3477,3.1043,0.0957,1.6772
