1,0.1289,0.1175,0.0772,0.3056,0.0337,0.01,0.3476,2.9405,0.2595,0.035
1,0.1316,0.1178,0.9371,0.0429,0.0779,0.0253,0.3319,1.2841,1.9159,0.035
1,1.0725,0.2155,1.8303,0.0363,0.1765,1.7578,0.0101,0.1134,3.0866,0.035
2,0.1289,0.1175,0.0864,0.2876,0.0337,0.01,0.3476,2.8852,0.3148,0.0355
2,0.1317,0.1178,0.9446,0.0421,0.0786,0.0255,0.3316,1.2827,1.9173,0.0355
2,1.0728,0.2155,1.8401,0.0357,0.1777,1.7704,0.01,0.112,3.088,0.0355
3,0.1289,0.1175,0.0274,0.5242,0.0334,0.0099,0.3477,3.1627,0.0373,0.0244
3,0.1301,0.1176,0.6487,0.0741,0.0555,0.0171,0.3405,1.3722,1.8278,0.0244
3,1.0555,0.2142,1.5197,0.0533,0.1391,1.361,0.0129,0.1768,3.0232,0.0244
4,0.1289,0.1175,0.0565,0.3604,0.0335,0.0099,0.3477,3.0518,0.1482,0.0325
4,0.1314,0.1178,0.8965,0.047,0.0744,0.0239,0.3334,1.2921,1.9079,0.0325
4,1.0706,0.2154,1.7784,0.0392,0.1701,1.6912,0.0104,0.1214,3.0786,0.0325
5,0.1289,0.1175,0.0273,0.5246,0.0334,0.0099,0.3477,3.1628,0.0372,0.0244
5,0.1301,0.1176,0.6478,0.0742,0.0554,0.0171,0.3405,1.3727,1.8273,0.0244
5,1.0554,0.2142,1.519,0.0533,0.139,1.3601,0.013,0.177,3.023,0.0244
6,0.1289,0.1175,0.0567,0.3596,0.0335,0.0099,0.3477,3.0507,0.1493,0.0325
6,0.1314,0.1178,0.8972,0.0469,0.0744,0.0239,0.3333,1.2919,1.9081,0.0325
7,0.1289,0.1175,0.0378,0.4442,0.0334,0.0099,0.3477,3.1306,0.0694,0.0281
7,0.1308,0.1177,0.7959,0.0574,0.0661,0.0209,0.3366,1.3167,1.8833,0.0281
7,1.0651,0.215,1.659,0.0457,0.1556,1.5383,0.0114,0.1433,3.0567,0.0281
8,0.1289,0.1175,0.0471,0.3964,0.0335,0.0099,0.3477,3.0946,0.1054,0.0306
8,0.1311,0.1177,0.8585,0.0509,0.0712,0.0227,0.3346,1.3005,1.8995,0.0306
8,1.0687,0.2152,1.7316,0.0418,0.1644,1.6312,0.0108,0.1294,3.0706,0.0306
9,0.1289,0.1175,0.0382,0.4419,0.0334,0.0099,0.3477,3.1293,0.0707,0.0282
9,0.1308,0.1177,0.7993,0.057,0.0664,0.0209,0.3365,1.3158,1.8842,0.0282
9,1.0653,0.215,1.6627,0.0455,0.1561,1.5431,0.0114,0.1425,3.0575,0.0282
10,0.1289,0.1175,0.0778,0.3043,0.0337,0.01,0.3476,2.937,0.263,0.035
